id,question,prompt,raw_response,answer
32-0100,Địa danh chỉ căn cứ kháng chiến chống Pháp của ta là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Địa danh chỉ căn cứ kháng chiến chống Pháp của ta là:

A. Tây Bắc
B. Việt Bắc
C. Đông Bắc
D. Bắc Giang
Đáp án: ",B,B
32-0101,"Sau cách mạng Tháng Tám , đất nước ta phải đương đầu với những “ giặc “ gì ?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Sau cách mạng Tháng Tám , đất nước ta phải đương đầu với những “ giặc “ gì ?

A. Giặc ngoại xâm
B. Giặc đói
C. Giặc dốt
D. Cả ba loại giặc trên
Đáp án: ",D,D
32-0102,Chiến thắng Việt Bắc thu – đông 1947 có ý nghĩa như thế nào với cuộc kháng chiến chống Pháp?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chiến thắng Việt Bắc thu – đông 1947 có ý nghĩa như thế nào với cuộc kháng chiến chống Pháp?

A. Buộc Pháp phải công nhận Việt Nam là một quốc gia độc lập
B. Đập tan âm mưu nhanh chóng kết thúc chiến tranh của thực dân Pháp
C. Bảo vệ được cơ quan đầu não của cuộc kháng chiến
D. Cả ý nghĩa B và C
Đáp án: ",D,D
32-0103,Vì sao vua quan nhà Nguyễn lại không muốn thực hiện những đề nghị canh tân đất nước của Nguyễn Trường Tộ?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vì sao vua quan nhà Nguyễn lại không muốn thực hiện những đề nghị canh tân đất nước của Nguyễn Trường Tộ?

A. Họ không hiểu biết về tình hình thế giới bên ngoài
B. Vua quan nhà Nguyễn căm ghét thực dân Pháp nước ta nên không muốn canh tân đất nước học hỏi theo họ
C. Nếu cải cách thành công, nước ta sẽ đi theo con đường tư bản, như vậy chế độ phong kiến sẽ sụp đổ, điều mà vua Tự Đức không muốn
D. Những phương pháp cũ của Vua đã đủ để điều khiển quốc gia rồi
Đáp án: ",C,C
32-0104,Thực dân Pháp nổ súng mở đầu xâm lược nước ta vào năm:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Thực dân Pháp nổ súng mở đầu xâm lược nước ta vào năm:

A. Năm 1862
B. Năm 1858
C. Năm 1859
D. Năm 1860
Đáp án: ",B,B
32-0105,Sau cách mạng tháng Tám nước ta đứng trước những khó khăn nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Sau cách mạng tháng Tám nước ta đứng trước những khó khăn nào?

A. Giặc đói, giặc ngoại xâm
B. Giặc dốt, giặc đói
C. Giặc đói, giặc dốt, giặc ngoại xâm
D. Giặc ngoại xâm, giặc dốt
Đáp án: ",C,C
32-0106,Lý do phải hợp nhất ba tổ chức cộng sản là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Lý do phải hợp nhất ba tổ chức cộng sản là:

A. Để tăng thêm sức mạnh cho cách mạng Việt Nam
B. Đoàn kết toàn dân chống kẻ thù chung, giải phóng dân tộc
C. Có một đảng Cộng sản duy nhất, đủ uy tín để liên lạc với cách mạng thế giới
D. Tất cả các ý trên
Đáp án: ",D,D
32-0107,"Hội nghị thống nhất các tổ chức cộng sản thành Đảng Cộng sản Việt Nam vào ngày, tháng, năm nào? Ở đâu?Do ai chủ trì?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hội nghị thống nhất các tổ chức cộng sản thành Đảng Cộng sản Việt Nam vào ngày, tháng, năm nào? Ở đâu?Do ai chủ trì?

A. 3/2/1930 tại Hồng Kông (Trung Quốc). Do Phan Bội Châu chủ trì
B. 3/2/ 1930 tại Pắc Bó (Cao Bằng). Do Nguyễn Ái Quốc chủ trì
C. 2/3/1930 tại Hồng Kông (Trung Quốc). Do Phan Bội Châu chủ trì
D. 3/2/1930 tại Hồng Kông (Trung Quốc). Do Nguyễn Ái Quốc chủ trì
Đáp án: ",D,D
32-0108,Thất bại trong chiến dịch nào khiến Pháp từ bỏ kế hoạch “đánh nhanh - thắng nhanh”?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Thất bại trong chiến dịch nào khiến Pháp từ bỏ kế hoạch “đánh nhanh - thắng nhanh”?

A. Chiến dịch Hòa Bình 1951 - 1952
B. Chiến dịch Thu - Đông 1947
C. Chiến dịch Thu - Đông 1950
D. Chiến dịch Điện Biên Phủ 1954
Đáp án: ",B,B
32-0109,Tại sao vua quan nhà Nguyễn không chấp nhận những đề nghị canh tân đất nước của Nguyễn Trường Tộ?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tại sao vua quan nhà Nguyễn không chấp nhận những đề nghị canh tân đất nước của Nguyễn Trường Tộ?

A. Không hiểu tình hình các nước trên thế giới
B. Bảo thủ, lạc hậu
C. Không muốn có những thay đổi trong nước
D. Các ý A, B, C đều đúng
Đáp án: ",D,D
32-0110,"Vào đầu thế kỉ XX, trong xã hội Việt Nam xuất hiện thêm những giai cấp, tầng lớp mới:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vào đầu thế kỉ XX, trong xã hội Việt Nam xuất hiện thêm những giai cấp, tầng lớp mới:

A. Trí thức, viên chức, nông dân, nhà buôn
B. Viên chức, tư sản, trí thức, địa chủ
C. Công nhân, tiểu tư sản, nông dân, nhà buôn
D. Công nhân, chủ xưởng, nhà buôn, viên chức, trí thức ,
Đáp án: ",D,D
32-0111,Nhân vật yêu nước tiêu biểu nhất của Việt Nam đầu thế kỉ XX là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nhân vật yêu nước tiêu biểu nhất của Việt Nam đầu thế kỉ XX là:

A. Nguyễn Tất Thành
B. Phan Bội Châu
C. Trương Định
Đáp án: ",B,B
32-0112,Ta nắm quyền chủ động trên chiến trường sau sự kiện:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ta nắm quyền chủ động trên chiến trường sau sự kiện:

A. Chiến thắng Biên giới thu-đông 1950
B. Chiến dịch Việt Bắc thu-đông 1947
C. Bác Hồ đọc Tuyên ngôn Độc lập
Đáp án: ",A,A
32-0113,Nội dung cơ bản của Tuyên ngôn độc lập là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nội dung cơ bản của Tuyên ngôn độc lập là:

A. Khẳng định quyền tự do độc lập thiêng liêng của dân tộc Việt Nam
B. Xây dựng đất nước ta giàu đẹp
C. Làm bạn với các nước trên thế giới
D. Các dân tộc được bình đẳng
Đáp án: ",A,A
32-0114,Cách mạng tháng Tám (1945) thành công nhưng nước ta đứng trước những khó khăn gì?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cách mạng tháng Tám (1945) thành công nhưng nước ta đứng trước những khó khăn gì?

A. Thiên tai, bão lụt
B. Dịch bệnh hoành hành
C. Giặc đói, giặc dốt, giặc ngoại xâm
D. Người dân không đoàn kết
Đáp án: ",C,C
32-0117,"Để giải quyết nạn đói, Đảng và chủ tịch Hồ Chí Minh đã thực hiện những biện pháp gì?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Để giải quyết nạn đói, Đảng và chủ tịch Hồ Chí Minh đã thực hiện những biện pháp gì?

A. Kêu gọi nhân dân cả nước lập “Hũ gạo cứu đói”, thực hiện ngày đồng tâm để dành gạo cho dân nghèo
B. Khi lập hũ gạo cứu đói, Bác Hồ gương mẫu thực hiện cứ 10 ngày thì nhịn ăn một bữa, dành số gạo đó giúp người nghèo
C. Lãnh đạo nhân dân cướp kho thóc của giặc chia cho dân nghèo
D. Chia ruộng đất cho dân và kêu gọi đồng bào tích cực thực hiện khẩu hiệu “Không một tấc đất bỏ hoang”, “Tấc đất tấc vàng""
Đáp án: ",A,A
32-0119,Cuối thế kỷ XIX – Đầu thế kỷ XX ở Việt Nam xuất hiện những tầng lớp giai cấp xã hội nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cuối thế kỷ XIX – Đầu thế kỷ XX ở Việt Nam xuất hiện những tầng lớp giai cấp xã hội nào?

A. Công nhân, chủ xưởng, nhà buôn, viên chức, trí thức
B. Quý tộc, nô lệ
C. Sự xuất hiện các ngành kinh tế mới
D. Cả ba ý trên đều đúng
Đáp án: ",A,A
32-0120,Ngày quốc khánh của nước Việt Nam là?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ngày quốc khánh của nước Việt Nam là?

A. 2 – 9
B. 2 – 4
C. 2 – 6
D. 2 – 8
Đáp án: ",A,A
32-0121,"Chủ tịch Hồ Chí Minh đọc Tuyên ngôn độc lập vào ngày, tháng, năm nào?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chủ tịch Hồ Chí Minh đọc Tuyên ngôn độc lập vào ngày, tháng, năm nào?

A. 9 – 2 – 1945
B. 2 – 9 – 1945
C. 9 – 2 – 1946
D. 2 – 9 – 1946
Đáp án: ",B,B
32-0122,"Ngay sau Cách mạng tháng Tám, đất nước ta gặp rất nhiều khó khăn vì:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ngay sau Cách mạng tháng Tám, đất nước ta gặp rất nhiều khó khăn vì:

A. Chính quyền mới được thành lập, bị nhiều kẻ thù phá hoại
B. Tình trạng vỡ đê, mất mùa, nạn đói đe dọa
C. Thiếu trường học, bệnh viện, trạm y tế
D. Phải đối phó với: giặc đói, giặc dốt, giặc ngoại xâm
Đáp án: ",D,D
32-0123,"Không, chúng ta thà hi sinh tất cả, chứ nhất định không chịu mất nước, nhất định không chịu làm nô lệ” là câu nói của Chủ tịch Hồ Chí Minh trong:","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Không, chúng ta thà hi sinh tất cả, chứ nhất định không chịu mất nước, nhất định không chịu làm nô lệ” là câu nói của Chủ tịch Hồ Chí Minh trong:

A. Bút tích Lời kêu gọi toàn quốc kháng chiến
B. Cuộc vận động nhân dân vượt qua tình thế hiểm nghèo
C. Đại hội đại biểu lần thứ II của Đảng (năm 1951)
D. Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc
Đáp án: ",A,A
32-0124,Nguyễn Tất Thành ra đi tìm đường cứu nước vì :,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nguyễn Tất Thành ra đi tìm đường cứu nước vì :

A. Yêu nước, thương dân
B. Muốn đánh đuổi thực dân Pháp giải phóng dân tộc
C. Muốn giành lại độc lập dân tộc
D. Tất cả các ý trên
Đáp án: ",D,D
32-0125,Nước nào đã giúp đỡ ta xây dựng nhà máy thủy điện Hòa Bình?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nước nào đã giúp đỡ ta xây dựng nhà máy thủy điện Hòa Bình?

A. Trung Quốc
B. Lào
C. Liên Xô
Đáp án: ",C,C
32-0126,Tỉnh Kon Tum được giải phóng vào ngày tháng năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tỉnh Kon Tum được giải phóng vào ngày tháng năm nào?

A. 17-3-1975
B. 16-3-1975
C. 15-3-1975
Đáp án: ",B,B
32-0129,Nguyễn Sinh Cung (Nguyễn Ái Quốc) xuất thân trong thành phần gia đình là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nguyễn Sinh Cung (Nguyễn Ái Quốc) xuất thân trong thành phần gia đình là:

A. Nông dân
B. Công nhân
C. Tiểu thương
D. Nhà nho yêu nước
Đáp án: ",D,D
32-0130,Vì sao Nguyễn Trường Tộ được người đời sau kính trọng?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vì sao Nguyễn Trường Tộ được người đời sau kính trọng?

A. Ông lập được nhiều chiến công trong cuộc kháng chiến chống Pháp
B. Ông là người biết nhìn xa trông rộng, mong muốn tha thiết canh tân đất nước
C. Ông có công khai phá vùng đất mới, mở rộng cõi bờ, lập làng mới
D. Ông sáng tác được nhiều tác phẩm văn thơ đặc sắc
Đáp án: ",B,B
32-0131,Ngày kỉ niệm Cách mạng tháng Tám ở nước ta là ngày nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ngày kỉ niệm Cách mạng tháng Tám ở nước ta là ngày nào?

A. Ngày 18-8
B. Ngày 19-8
C. Ngày 23-8
D. Ngày 20-8
Đáp án: ",B,B
32-0132,Trong chiến dịch Biên giới Thu-Đông 1950 có tấm gương chiến đấu dũng cảm của ai?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong chiến dịch Biên giới Thu-Đông 1950 có tấm gương chiến đấu dũng cảm của ai?

A. La Văn Cầu
B. Phan Đình Giót
C. Tô Vĩnh Diện
D. Nguyễn Viết Xuân
Đáp án: ",A,A
32-0133,Bác Hồ đọc tuyên ngôn độc lập ở đâu?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Bác Hồ đọc tuyên ngôn độc lập ở đâu?

A. Sài Gòn
B. Hà Nội
C. Nghệ An
D. Huế
Đáp án: ",B,B
32-0134,Chiến dịch Điện Biên Phủ diễn ra trong bao nhiêu ngày?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chiến dịch Điện Biên Phủ diễn ra trong bao nhiêu ngày?

A. 54 ngày
B. 55 ngày
C. 56 ngày
D. 57 ngày
Đáp án: ",A,A
32-0135,Ngày Trung Ương Đảng và chính phủ phát động phong trào toàn quốc kháng chiến là ngày nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ngày Trung Ương Đảng và chính phủ phát động phong trào toàn quốc kháng chiến là ngày nào?

A. 19/12/1946
B. 21/12/1946
C. 20/12/1946
D. 20/12/1947
Đáp án: ",C,C
32-0136,Triều đình nhà Nguyễn đã ký hiệp ước gì với thực dân Pháp?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Triều đình nhà Nguyễn đã ký hiệp ước gì với thực dân Pháp?

A. Nhường ba tỉnh miền Đông Nam Bộ cho thực dân Pháp
B. Nhường ba tỉnh miền Tây Nam Bộ cho thực dân Pháp
C. Nhường ba tỉnh miền Đông Nam Kỳ cho thực dân Pháp
Đáp án: ",C,C
32-0137,Trương Định đã làm gì để đáp lại lòng tin yêu của nhân dân?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trương Định đã làm gì để đáp lại lòng tin yêu của nhân dân?

A. Ở lại cùng nhân dân và nghĩa quân chống giặc
B. Ở lại cùng nhân dân và nghĩa quân chống lại nhà Nguyễn
C. Cả hai ý trên đều đúng
Đáp án: ",A,A
32-0138,Em hiểu như thế nào về hai từ “canh tân”?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Em hiểu như thế nào về hai từ “canh tân”?

A. Từ bỏ những cách làm cũ, lạc hậu
B. Thực hiện cách làm mới để đạt được ý phát triển tốt hơn
C. Cả hai ý trên đều đúng
Đáp án: ",C,C
32-0139,Nêu những đề nghị cách tân đất nước của Nguyễn Trường Tộ?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nêu những đề nghị cách tân đất nước của Nguyễn Trường Tộ?

A. Mở rộng quan hệ ngoại giao với nhiều nước, thông thương với thế giới
B. Thuê người nước ngoài đến giúp nhân dân khai thác các nguồn lợi về biển, rừng, mở trường dạy đóng tàu, đúc súng, sử dụng máy móc ……
C. Cả hai ý trên đều đúng
Đáp án: ",C,C
32-0140,Vì sao vua Tự Đức không thực hiện đề nghị của Nguyễn Trường Tộ?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vì sao vua Tự Đức không thực hiện đề nghị của Nguyễn Trường Tộ?

A. Vua cho rằng những phương pháp cũ đã đủ để điều khiển quốc gia
B. Vì vua Tự Đức chưa hiểu biết tình hình các nước trên thế giới
C. Cả hai ý trên đều đúng
Đáp án: ",C,C
32-0141,Triều đình Huế ký hiệp ước công nhận quyền đô hộ của thực dân Pháp trên toàn bộ nước ta vào năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Triều đình Huế ký hiệp ước công nhận quyền đô hộ của thực dân Pháp trên toàn bộ nước ta vào năm nào?

A. 1883
B. 1884
C. 1885
Đáp án: ",B,B
32-0142,Ai là người đại diện cho phái chủ chiến?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ai là người đại diện cho phái chủ chiến?

A. Tôn Thất Thuyết
B. Đinh Công Tráng
C. Phan Đình Phùng
Đáp án: ",A,A
32-0143,Phong trào Cần Vương nổ ra vào năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Phong trào Cần Vương nổ ra vào năm nào?

A. 1883
B. 1884
C. 1885
Đáp án: ",C,C
32-0144,Chính sách khai thác của thực dân Pháp đối với nước ta?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Chính sách khai thác của thực dân Pháp đối với nước ta?

A. Khai thác khoáng sản để chở về Pháp hay bán cho các nước khác
B. Các nhà máy được xây dựng để sử dụng nguồn nhân công rẻ mạt ở nước ta, cướp đất, lập đồn điền trồng cao su, cà phê ……
C. Cả hai ý trên đều đúng
Đáp án: ",C,C
32-0145,Cuối thế kỷ XIX – Đầu thế kỷ XX xã hội Việt Nam có những thay đổi gì?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cuối thế kỷ XIX – Đầu thế kỷ XX xã hội Việt Nam có những thay đổi gì?

A. Bộ máy cai trị được hình thành, lần đầu tiên Việt Nam có đường ôtô, đường ray xe lửa
B. Thành thị phát triển, buôn bán được mở rộng, các giai cấp, tầng lớp mới hình thành
C. Cả hai ý trên đều đúng
Đáp án: ",C,C
32-0146,Trước đây trong xã hội Việt Nam có những tầng lớp chủ yếu nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trước đây trong xã hội Việt Nam có những tầng lớp chủ yếu nào?

A. Phong kiến và nông dân
B. Địa chủ phong kiến và nông dân
C. Chủ xưởng, viên chức, công nhân
Đáp án: ",B,B
32-0147,Phan Bội Châu sinh vào năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Phan Bội Châu sinh vào năm nào?

A. 1866
B. 1867
C. 1868
Đáp án: ",B,B
32-0148,Phong trào Đông du được thành lập vào năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Phong trào Đông du được thành lập vào năm nào?

A. 1904
B. 1905
C. 1906
Đáp án: ",B,B
32-0149,Mục đích của phong trào Đông du là gì?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Mục đích của phong trào Đông du là gì?

A. Đưa những thanh niên Việt Nam yêu nước sang Nhật học tập
B. Đưa những thanh niên Việt Nam yêu nước sang Nhật thăm quan
C. Cả hai ý trên đều đúng
Đáp án: ",A,A
32-0150,Tại sao Nguyễn Tất Thành quyết ra đi tìm đường cứu nước?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tại sao Nguyễn Tất Thành quyết ra đi tìm đường cứu nước?

A. Muốn đánh đuổi giặc Pháp, giải phóng đồng bào
B. Thấu hiểu tình cảnh đất nước và nỗi thống khổ của nhân dân
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0151,Những khó khăn của Nguyễn Tất Thành khi dự định ra nước ngoài?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Những khó khăn của Nguyễn Tất Thành khi dự định ra nước ngoài?

A. Không có tiền
B. Không có người đi cùng
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0152,Những thay đổi quan trọng trong các thôn xã ở Nghệ Tĩnh thời kỳ có chính quyền là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Những thay đổi quan trọng trong các thôn xã ở Nghệ Tĩnh thời kỳ có chính quyền là:

A. Không xảy ra trộm cắp, phong tục lạc hậu đã bị đả phá
B. Nông dân được chia ruộng đất, xoá bỏ các thứ thuế vô lý
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0153,Vì sao phong trào Xô Viết Nghệ - Tĩnh bị thất bại?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Vì sao phong trào Xô Viết Nghệ - Tĩnh bị thất bại?

A. Vì lần đầu tiên nhân dân được nắm chính quyền
B. Vì bọn đế quốc, dùng mọi thủ đoạn để đàn áp
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0154,Phát xít Nhật xâm lược nước ta vào năm nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Phát xít Nhật xâm lược nước ta vào năm nào?

A. 1930
B. 1940
C. 1945
Đáp án: ",B,B
32-0155,Cuộc tổng khởi nghĩa thành công trong cả nước vào thời gian nào?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cuộc tổng khởi nghĩa thành công trong cả nước vào thời gian nào?

A. 28 – 8 - 1945
B. 19 – 8 - 1945
C. 25 – 8 – 1945
Đáp án: ",B,B
32-0156,Tại sao ngày 19 – 8- 1945 được chọn làm ngày kỷ niệm Cách Mạng Tháng Tám ở nước ta?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Tại sao ngày 19 – 8- 1945 được chọn làm ngày kỷ niệm Cách Mạng Tháng Tám ở nước ta?

A. Vì đó là thời gian cuộc khởi nghĩa diễn ra có quy mô lớn nhất từ trước đến nay
B. Vì đó là thời gian mở đầu cho cuộc khởi nghĩa toàn thắng
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0157,Lời khẳng định của bác Hồ ở cuối bản “Tuyên ngôn Độc lập” thể hiện điều gì?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Lời khẳng định của bác Hồ ở cuối bản “Tuyên ngôn Độc lập” thể hiện điều gì?

A. Nước Việt Nam là một nước hoàn toàn độc lập tự do
B. Dân tộc Việt Nam đồng lòng đem tất cả tinh thần và lực lượng kể cả tính mạng để bảo vệ Tổ quốc
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
32-0158,Ý nghĩa lịch sử của “Tuyên ngôn Độc lập”?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Ý nghĩa lịch sử của “Tuyên ngôn Độc lập”?

A. Chấm dứt triều đại phong kiến nhà Nguyễn
B. Khai sinh nước Việt Nam Dân Chủ Cộng Hoà
C. Khẳng định quyền độc lập – tự do của dân tộc
Đáp án: ",C,C
32-0159,Em hiểu như thế nào về “Quỹ đảm phụ quốc phòng”?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Em hiểu như thế nào về “Quỹ đảm phụ quốc phòng”?

A. Quỹ phòng chống bão lụt
B. Quỹ đóng góp cho sự nghiệp bảo vệ đất nước
C. Quỹ phòng chống đói nghèo
Đáp án: ",B,B
32-0160,Mốc thời gian bắt đầu cuộc kháng chiến toàn quốc chống thực dân Pháp xâm lược của nhân dân ta là:,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Mốc thời gian bắt đầu cuộc kháng chiến toàn quốc chống thực dân Pháp xâm lược của nhân dân ta là:

A. 19 – 12 -1946
B. 20 – 12 – 1946
C. 23 – 11 -1946
Đáp án: ",B,B
32-0161,Nêu dẫn chứng về âm mưu quyết tâm cướp nước ta một lần nữa của thực dân Pháp.,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Nêu dẫn chứng về âm mưu quyết tâm cướp nước ta một lần nữa của thực dân Pháp.

A. Gởi tối hậu thư, đòi chính phủ ta phải giải tán lực lượng tự vệ, giao quyền kiểm soát Hà Nội cho chúng
B. Chúng bắt dân cống nạp và bắt lính
C. Cả hai ý kiến trên đều đúng
Đáp án: ",A,A
32-0162,Lời kêu gọi toàn quốc kháng chiến của Bác Hồ thể hiện điều gì?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Lời kêu gọi toàn quốc kháng chiến của Bác Hồ thể hiện điều gì?

A. Kiên cường, bất khuất
B. Chết vinh còn hơn sống nhục
C. Cả hai ý kiến trên đều đúng
Đáp án: ",C,C
