annotator,model,dataset,item_id,stratum,decision,model_answer,corrected_answer,note
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1829,mid-direct,accept,Robinhood và Webull,,Đợt bán non khởi xướng qua các ứng dụng giao dịch không hoa hồng Robinhood và Webull.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1855,long-direct,accept,Những sai số trong việc đo đạc các số liệu đầu vào và sự hiểu biết chưa hoàn thiện về các hoạt động của khí quyển,,Đáp án trích đúng hai yếu tố gây sai số: đo đạc số liệu đầu vào và hiểu biết chưa hoàn thiện về khí quyển.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1865,mid-direct,accept,nem cuốn,,Đoạn văn nêu nem cuốn là gọi theo phương ngữ Bắc bộ.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1877,short-direct,accept,"43,7 triệu dân",,"Đoạn văn ghi dân số Liêu Ninh năm 2018 là 43,7 triệu dân."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1884,short-direct,accept,người đầu tiên,,Đoạn văn xác nhận ông là người đầu tiên leo cả 3 đỉnh trong cùng một mùa đông.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1973,short-direct,accept,Thông tin không có trong đoạn văn.,,"Đoạn văn chỉ nói Trịnh Sảng đóng vai Sở Vũ Tiêm, không nêu đạo diễn; từ chối trả lời là trung thực và đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2792,short-direct,accept,Việt Nam,,Đoạn văn nêu SEA Games 2021 (SEA Games 31) tổ chức ở Việt Nam.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2061,short-direct,accept,khoai tây và pho mát,,Đoạn văn liệt kê nguyên liệu đơn giản là khoai tây và pho mát.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2134,long-infer,accept,"bằng cách sử dụng quần áo, giày dép, lối sống, phụ kiện, cách trang điểm, kiểu tóc và tỷ lệ cơ thể",,Span mô tả đúng phương tiện thể hiện thẩm mỹ của thời trang theo câu mở đầu đoạn văn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2435,long-direct,accept,633–656,,"Đoạn văn nêu 'Cuộc chinh phạt Ba Tư của quân Hồi giáo (633–656) kết thúc triều đại Sassanid', nên mốc 633–656 là span đúng và có căn cứ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2196,short-direct,accept,Quyền Anh và Cờ Vua,,"Đoạn văn cho biết bộ môn kết hợp Quyền Anh và Cờ Vua và vận động viên phải thể hiện trình độ cao ở cả hai môn, nên đây là câu trả lời trung thành với ngữ cảnh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3268,short-direct,accept,Sergey Brin,,Đoạn văn ghi Page đồng sáng lập Google 'cùng với Sergey Brin' — đúng thực thể được hỏi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2250,long-infer,accept,"giải quyết vấn đề "" quá tải thông tin """,,"Đoạn văn nêu thực hành PIM giúp làm việc hiệu quả hơn, trong đó có 'giải quyết vấn đề quá tải thông tin' — span trả lời đúng hướng câu hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2251,mid-direct,accept,Biểu tượng toàn cầu,,"Đoạn văn: 'Tại giải Âm nhạc châu Âu của MTV 2014, ông nhận giải Biểu tượng toàn cầu' — khớp chính xác."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2276,short-direct,accept,Hoa Kỳ,,"Đoạn văn ghi AMPAS là viện Hàn lâm của 'Hoa Kỳ', nên Hoa Kỳ là quốc gia của hệ thống giải Oscar."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2288,mid-direct,accept,1983,,"Đoạn văn: 'gia nhập TVB với tư cách nhân viên bán hàng năm 1983' — mốc lần đầu gia nhập, đúng câu hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3223,short-direct,accept,"Giang Tô, Trung Quốc",,"Đoạn văn mở đầu: 'Tiểu long bao là một loại màn thầu hấp tại Giang Tô, Trung Quốc' — địa điểm trung thành với ngữ cảnh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2666,mid-direct,accept,"John Hus, hay John Huss",,"Đoạn văn: 'còn gọi là John Hus, hay John Huss' — trích đúng hai tên gọi được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2698,mid-direct,accept,"một món ăn bao gồm một con gà được lấy xương ra hết, nhồi vào một con vịt, rồi sau đó nhồi tiếp vào một con gà tây",,"Mô hình trích nguyên định nghĩa ở câu đầu đoạn văn (gà nhồi vịt, vịt nhồi gà tây) — đầy đủ và có căn cứ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2399,mid-direct,accept,thứ hai,,Đoạn văn: 'thành phố trung tâm thương mại lớn thứ hai ở Đông Trung Quốc sau Thượng Hải' — 'thứ hai' đúng.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2941,long-infer,accept,một Hoàng đế tài giỏi,,Đoạn văn: 'Ông thường được sử sách mô tả là một Hoàng đế tài giỏi' — span trả lời đúng câu hỏi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2461,short-direct,accept,"Bắc Mỹ, Châu Âu và Úc",,"Đoạn văn: phiên bản đầu phát hành năm 2009 'tại Bắc Mỹ, Châu Âu và Úc' — đúng danh sách khu vực."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2600,short-direct,accept,Thể chế tự trị giáo đoàn,,Đoạn văn: 'Cấu trúc tổ chức theo thể chế tự trị giáo đoàn' — khớp chính xác thể chế được hỏi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2708,long-direct,accept,Toronto,,"Đoạn văn: 'Quá trình quay phim bắt đầu ... tại Toronto' — địa điểm quay duy nhất được nêu, đúng thực thể."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2635,short-direct,accept,Archelaus,,"Đoạn văn: 'vị vua cuối cùng của Cappadocia, Archelaus' — đúng tên vua được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2799,long-direct,accept,Đại Nam,,Đoạn văn: 'Ông đổi tên nước Việt Nam thành Đại Nam' — câu trả lời khớp chính xác.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2816,short-direct,accept,Bến tàu Valongo,,Đoạn văn: 'Di sản mới nhất của Brasil ... là Bến tàu Valongo được vinh danh vào năm 2017' — đúng tên di sản.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2817,short-direct,accept,Hãn quốc Kim Trướng,,Đoạn văn: các nhà lãnh đạo Rus 'trở thành một phần của Hãn quốc Kim Trướng' — đúng thực thể theo câu hỏi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2886,short-direct,accept,tỉnh An Huy,,Đoạn văn: Hợp Phì 'là một thành phố (địa cấp thị) của tỉnh An Huy' — đúng tỉnh được hỏi.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2921,long-infer,accept,"giáo dục tuổi ấu thơ, giáo dục tiểu học, giáo dục trung học, và giáo dục đại học",,Trích đúng cả bốn giai đoạn trong câu 'Giáo dục thường được chia thành các giai đoạn...' của đoạn văn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2971,mid-direct,accept,"hầu hết toàn bộ Mexico, Trung Mỹ và Nam Mỹ, ngoại trừ các lãnh thổ nói tiếng Anh hoặc tiếng Hà Lan",,"Trích nguyên span 'bao gồm hầu hết toàn bộ Mexico, Trung Mỹ và Nam Mỹ, ngoại trừ các lãnh thổ nói tiếng Anh hoặc tiếng Hà Lan' — đúng khu vực được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3038,long-direct,accept,1995,,Đoạn văn: 'được xướng danh tại Đại sảnh Danh vọng Rock and Roll vào năm 1995' — mốc năm chính xác.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3166,mid-direct,accept,M1140,,Đoạn văn: 'được dựa trên khung gầm của xe tải M1140' — đúng ký hiệu xe tải.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3292,short-infer,accept,bằng cách điều khiển cường độ ánh sáng điểm ảnh riêng lẻ,,"Đoạn văn: mặt nạ 'điều khiển cường độ ánh sáng điểm ảnh riêng lẻ, cho phép kiểm soát các đặc tính vật liệu' — câu trả lời trung thành và đúng hướng 'như thế nào'."
